input_width,label_width,SER_1%,SER_2%,SER_5%,SER_10%,SER_25%,SER_50%,SER_75%,RMSE
5,5,1.85989974241549,1.51553570617041,0.655933527944824,0.407329386248218,0.248279443353625,0.136399868567033,0.119904175144714,0.098663343814483
5,5,2.12606700207674,1.16058122222514,0.542306593583713,0.521187216898431,0.221383134377378,0.17164645009354,0.0956073307771136,0.0910547639591856
5,5,1.53220763453234,1.40789446825371,0.719521059935107,0.576327404196969,0.208141112618694,0.144089299240559,0.109530099017745,0.0890561976576913
5,5,1.99205390690839,1.15269937847102,0.615017235951175,0.490681381703855,0.194582674211872,0.135707422678522,0.124536323858889,0.0844419218000387
5,5,2.04904877211551,1.32796791414086,0.703507798945012,0.52707960229565,0.243286026672584,0.144652416377631,0.125865963820058,0.100011606813882
5,5,1.77417089420639,1.28399622818527,0.696853466117368,0.474612463082168,0.21956633163076,0.135097379809471,0.116030767126394,0.124230478673975
5,5,2.42936946282269,1.36930772085295,0.758547834302914,0.568705041665276,0.27112751313088,0.132704187427258,0.119309901398986,0.112692320965488
5,5,1.71689886890388,1.21509722570172,0.642940562476718,0.486667485111957,0.247274147991696,0.144709976963469,0.10950673751537,0.124840674362685
5,5,2.03931010331391,1.12555403879521,0.650083309051345,0.551209289325675,0.217572133861113,0.162842312161125,0.117920460779239,0.0917286533522595
5,5,2.2649995362616,0.98967191691829,0.534584289281835,0.441842570365632,0.203439044083517,0.134838104073899,0.118166306517916,0.0936758976063413
5,5,2.00712174022024,1.52226756921139,0.650814772346574,0.46787999867122,0.227011187435006,0.165999291995462,0.123584910147418,0.109030951626061
5,5,1.70749803782252,1.17564155776907,0.650958628880933,0.489715935262193,0.208258953547484,0.154075798895628,0.128137013001604,0.0985485560049608
5,5,2.1088452340102,1.02978336102387,0.52038603727382,0.457096161106414,0.220682215169384,0.138226936020059,0.11644211947229,0.0908599414865923
5,5,2.13707863617481,1.52225779966279,0.672975392120236,0.410976840751,0.209894607678268,0.150032772679529,0.100767637987172,0.112998729729806
5,5,2.15954861292353,1.08026935188408,0.720124097354684,0.436709082731818,0.245872779974186,0.172373679942064,0.111166327430575,0.0919589221720305
5,5,2.1291300898461,1.34629919550222,0.80802320935293,0.553848411444925,0.235455789616836,0.147636882189775,0.104230112767516,0.113413123838822
5,5,2.41360813618888,1.35202383895118,0.628395844227417,0.527901683098896,0.234086926933366,0.134790180473228,0.119795212994587,0.126080005741782
5,5,2.47680239426828,1.2843578407314,0.774369720245718,0.495075374592903,0.225262784862676,0.181734330105097,0.121759212255295,0.106933680637123
5,5,1.79094053712565,1.05426588529477,0.639117973510802,0.444524021420171,0.248705479660204,0.159612492453884,0.0727373042460924,0.113462876462628
5,5,1.7127017393239,1.17329620318679,0.667799317787681,0.557553314265482,0.247556034693382,0.167052189060826,0.10066418095776,0.108823939829632
5,5,1.98092465272699,1.21333763803631,0.75869111313068,0.488807927361404,0.238094525096717,0.13071912417043,0.103798351309827,0.104696740395292
5,5,1.94596562823372,1.05631148188577,0.788682359932589,0.484128475991018,0.295236132684409,0.130177065584151,0.106022515333329,0.104630894533763
5,5,1.78093536856796,1.14076165449217,0.593481184769201,0.424129239763957,0.209577152915979,0.167526559399648,0.118391036084526,0.128096239057223
5,5,1.76186490712879,1.31779632843647,0.709398592545349,0.468247884159977,0.273423430462244,0.135780987302445,0.0988511432593344,0.108709799607662
5,5,1.87928774965799,1.16295381089694,0.540857928648698,0.51071234182107,0.235726810447835,0.135790823933621,0.145401455151251,0.103514881564663
5,5,1.67660125888989,1.44347345990705,0.663251324101459,0.457371138843889,0.2493546529207,0.164270058407413,0.127295269933742,0.108085983939466
5,5,1.76638921371248,0.950940905640359,0.852729950047971,0.470548256102652,0.207879252165188,0.136619220333915,0.092956039247041,0.0876927501845749
5,5,1.78722798945703,1.38444349371844,0.743590765439764,0.453113425681821,0.216326081099745,0.125696812157916,0.11179920322666,0.0876912964974856
5,5,2.31047174996873,1.2918097332242,0.661219658509162,0.486707650755657,0.226492387443627,0.120417626889898,0.117624745615599,0.108815211165736
5,5,1.81903040019534,1.29940307083016,0.700836452184325,0.428310995279702,0.206451253260641,0.121779750612503,0.103198143621958,0.0955596165186702
