input_width,label_width,SER_1%,SER_2%,SER_5%,SER_10%,SER_25%,SER_50%,SER_75%,RMSE
5,5,1.84024592117042,1.20360530735425,0.639434719207969,0.424099063063625,0.229460702310639,0.135840036873266,0.109122933361705,0.0963833783452883
5,5,1.82508522687027,1.17706249247888,0.652271215315334,0.407013142136278,0.219627988772357,0.146378284559914,0.101090590154292,0.0975457208594946
5,5,1.83032778495246,1.21452847759235,0.646784212008784,0.432376828909607,0.214909327984043,0.134912576664801,0.120901336424759,0.0975623075277906
5,5,1.79331227883418,1.22896441141642,0.683765062198054,0.416830687190602,0.229034189761535,0.126263066988402,0.10854798139518,0.0851174754313538
5,5,1.90189761059678,1.1873992001553,0.668723304522137,0.423630721145143,0.225034020667704,0.138773273465257,0.111559949418111,0.0918708085062782
5,5,1.86100104829305,1.23182194078978,0.67014988030886,0.41897731389235,0.232147723152975,0.128153304573725,0.0955730063682152,0.10411180151907
5,5,1.80925310947408,1.17766350917706,0.659455088053646,0.409615496970944,0.210879060029965,0.128383609826736,0.11145646838799,0.0899352770536646
5,5,1.76330792712476,1.2002370798518,0.677351231877474,0.40817304071278,0.225786955888598,0.130745168469946,0.110286882902832,0.105371793590358
5,5,1.83548088339838,1.18897488021533,0.663417624960027,0.391404639117852,0.226199934878144,0.13653851743312,0.110007661423014,0.103193790666
5,5,1.85328231682752,1.17172428654995,0.676547688361796,0.422098827501408,0.19909834186722,0.130843294757073,0.100462139596967,0.0896541461734803
5,5,1.80370176929578,1.16514487600597,0.668839622579735,0.4146172292871,0.229160816107182,0.126658244138324,0.114331859219634,0.0910592834308291
5,5,1.77599954889634,1.20003552888313,0.682811506591735,0.407692317334735,0.218404257731772,0.139035114129627,0.0970481356723657,0.0887708794045283
5,5,1.84560222033558,1.18403413542094,0.661344361459674,0.412298636129005,0.22129084937981,0.142334323062085,0.114225886848672,0.0965115579638725
5,5,1.84581866795564,1.19349401382011,0.662108376052873,0.408288173363255,0.222225582546511,0.145979259782673,0.101249641639304,0.0928115432316995
5,5,1.8063131375143,1.16901459046285,0.653930135293975,0.425729404176746,0.229253823625899,0.123960076110361,0.104667418006762,0.105104499441099
5,5,1.83943466140907,1.20611297290211,0.681788374849222,0.426798225510413,0.221474601106596,0.143697963990762,0.114779827432709,0.108380321066344
5,5,1.87371018884074,1.1564736508392,0.644138893059146,0.433828111644549,0.207134158189124,0.137570330131058,0.0962644661536636,0.0980251812366506
5,5,1.79938294580157,1.18558587073658,0.644525561055322,0.407411025806105,0.217894174820559,0.126240867127069,0.0969185215648345,0.0992751752255777
5,5,1.85405439404583,1.15645392458448,0.674925098216461,0.414773006447269,0.223581604604313,0.147157894781374,0.0983702533144747,0.104055754020007
5,5,1.87263288885818,1.18135611228224,0.66522078062757,0.413792422154726,0.219944836387602,0.13962712628306,0.101074476363513,0.100115289957162
5,5,1.89025101679085,1.18423018425828,0.652883585074819,0.426777608606515,0.235120305128768,0.120841448457992,0.107370318584754,0.0931206909794789
5,5,1.91476785308831,1.1845145099899,0.640302610800023,0.403005994771232,0.225465019957563,0.127977074991675,0.109911181462401,0.0798780672351437
5,5,1.85814264364569,1.16390286974769,0.664421364765902,0.406273617620487,0.230473609168373,0.121772236638391,0.100439948627634,0.0921170289437722
5,5,1.77805165652816,1.25133841097941,0.663244082511416,0.434054290850359,0.230288533343323,0.132309872413085,0.0993771974109876,0.0976898609008316
5,5,1.82022733916235,1.16304245819875,0.670749881743801,0.424321665904769,0.231981350112583,0.132649594266922,0.114074854488308,0.105989030814794
5,5,1.73777299780653,1.20869364497628,0.64880819488892,0.435863617268257,0.221849352700877,0.136885461586181,0.118030638109434,0.0868336825687972
5,5,1.85088753408219,1.20203091759046,0.670659734202112,0.424170058850016,0.222730074083621,0.138864204628234,0.10698614492958,0.0988829016290175
5,5,1.84790371643859,1.17899170159654,0.632236867947186,0.407997463357256,0.22978025728767,0.132759343985691,0.0999343541140755,0.0947225275276403
5,5,1.77268267550404,1.19245040872361,0.663501634795721,0.424645390878156,0.220787316724785,0.126516260012466,0.108448412345765,0.103066178162985
5,5,1.86246803645836,1.20311763242033,0.633659306670312,0.388441979398463,0.206981231679889,0.131332169870731,0.109487514278062,0.0918440465869911
