input_width,label_width,SER_1%,SER_2%,SER_5%,SER_10%,SER_25%,SER_50%,SER_75%,RMSE
5,5,1.78484567413317,1.0901132715703,0.482583307109777,0.266497608002112,0.113834990410716,0.0607312717442676,0.0433461494992599,0.0326084792053717
5,5,1.70297880004489,1.07973706051353,0.470007746379101,0.245422049834701,0.111945252338342,0.0593994624132388,0.0425098027071786,0.0289960494267807
5,5,1.62986397376354,1.11106879742899,0.457492601953443,0.249885352743668,0.123102413021094,0.0598204827646428,0.0401431799153467,0.0343725674429853
5,5,1.67880810608478,1.05576549532802,0.479230918582662,0.235838001075743,0.11070118169201,0.0618787007820112,0.0438400942542473,0.034608594823411
5,5,1.78307364389968,1.07742680335537,0.471465942806864,0.249156719682961,0.106703863045404,0.0568943368101167,0.0394602022008657,0.0310161206799282
5,5,1.73183157700549,1.04378203844094,0.505423167475641,0.261452067761272,0.111219081515238,0.0581579375512675,0.0404013836914237,0.0329428977835779
5,5,1.71222137247928,1.06345519912953,0.452405516311009,0.256436440546708,0.117380130042438,0.0590519001878089,0.0422314558187792,0.0320028763820726
5,5,1.72211345600711,1.08111951934456,0.466329728925431,0.245881704380324,0.11484510164688,0.0599422144704808,0.0406233189183634,0.0281024888030973
5,5,1.80322882159156,1.05343970676959,0.478462433138607,0.249025348971442,0.114899769526122,0.0614420358397719,0.0408848051681508,0.03074893573009
5,5,1.73422227164086,1.05559427741756,0.483372857024179,0.251431665391194,0.118745055885111,0.0594231067596924,0.0379377774335557,0.0335167959872852
5,5,1.72399694354915,1.03137096938095,0.499933978659158,0.262250715639459,0.118368180686934,0.0602875442049551,0.0419070811510156,0.0326174957715056
5,5,1.84745203125878,1.0403797124419,0.460418235162689,0.250907268625622,0.114692190648839,0.0588539189354925,0.0373690403162391,0.030168443428306
5,5,1.73697765984673,1.05943623245118,0.482413769438556,0.26302850382844,0.116090980578791,0.0669521211484839,0.042169372663488,0.0305828324204221
5,5,1.74589797472626,1.08120810618131,0.485546281446232,0.251149013866009,0.115688866825078,0.0602539363154485,0.0431328818783137,0.0331410081722017
5,5,1.8015585239752,1.11139819091761,0.466753968616823,0.255867507819581,0.115709848676535,0.0602127587098514,0.0411383908887119,0.029776298521724
5,5,1.75475920887496,1.04077253844483,0.507421952627202,0.255218404763939,0.119953498479073,0.0605705560086995,0.0412505708016285,0.0312246848723939
5,5,1.71070530108643,1.047755890813,0.516693278679483,0.247719008943137,0.112764933147355,0.0617417925685854,0.0412051449167503,0.0320613198616828
5,5,1.72192602698609,1.12681215433679,0.460794054660347,0.250815595369598,0.112581477685272,0.0602387298856524,0.043220608848621,0.0316894398068513
5,5,1.81573367229703,1.07675417141656,0.473326697741881,0.243924299216342,0.118386422009364,0.0596486127607501,0.0413611010906128,0.0303102639620465
5,5,1.70907990943737,1.05733456743794,0.487064019525421,0.250281507223443,0.111263861121742,0.0597633994434705,0.0420126936994413,0.0315220587324828
5,5,1.72194147334872,1.11976038271674,0.465085570693247,0.258054345723863,0.11946406064289,0.0599640600464886,0.0412199216488024,0.0318119142828922
5,5,1.69740144112971,1.09079727775741,0.484776342339582,0.243637657883339,0.110222791810149,0.0605145795904301,0.0428777163895362,0.0321089299584671
5,5,1.71889604542537,1.07778549134253,0.481326073483366,0.252799534025667,0.116221854648812,0.0627603495910929,0.0399193915709687,0.0299138236593535
5,5,1.78236491528886,1.03143179830299,0.490447725836395,0.236716118407565,0.110548543359336,0.0616719546271304,0.0430476528696134,0.0338772725274097
5,5,1.62894489102107,1.06888106852925,0.468969166251993,0.263045735471528,0.113846324145595,0.0597362230359984,0.0388443898114505,0.0323664082390784
5,5,1.79771800124842,1.06003553750382,0.480819844520893,0.266475540527988,0.117097659992104,0.0629234593413963,0.0390696491425395,0.0291752721010964
5,5,1.68201890199439,1.12378376201049,0.483690619083442,0.265613029353442,0.112885983245165,0.0610561511781995,0.0420378066412541,0.0322621738045991
5,5,1.80140315206678,1.06580313183921,0.452717360953558,0.252198190150537,0.110262969467699,0.0618773343308474,0.0421312476787778,0.0325057771810233
5,5,1.65275334587691,1.10810658986135,0.473426943986858,0.239306158377675,0.116091074236137,0.0624792479415823,0.042823537125895,0.0339252273583808
5,5,1.62828288391142,1.01389025701572,0.45659989658616,0.263964906392705,0.115481639469775,0.0627518210121464,0.0408836312591697,0.031043549073483
