input_width,label_width,SER_1%,SER_2%,SER_5%,SER_10%,SER_25%,SER_50%,SER_75%,RMSE
5,5,1.55343631741349,1.12013290031037,0.56414122754879,0.442955370708688,0.220553468283303,0.156003114543098,0.115880145632235,0.0899798238143733
5,5,1.37250879431002,1.05890966683733,0.670288297479174,0.469303416724672,0.250218973130168,0.166443569143728,0.120852852572582,0.0806693354144526
5,5,1.41498233699277,1.07587574437782,0.663060995303996,0.440811357889736,0.23713011801169,0.155201804065965,0.123594544654814,0.104240169980395
5,5,1.40276835829502,1.1108738249486,0.588536109378053,0.410588744710993,0.242867220932197,0.168060213925388,0.0914019919615476,0.0883187446780885
5,5,1.47380566689733,0.921022773656099,0.606692868253019,0.396304378757103,0.212704736882743,0.15287722426724,0.114753918787895,0.0734700654390091
5,5,1.36857466096471,0.960165355742032,0.615038459103874,0.457428164431782,0.269332586885122,0.14924536238452,0.124023428545382,0.0795460677138245
5,5,1.55248878102151,0.984683289196711,0.70358437864412,0.452037910366802,0.23620230916131,0.160805989003312,0.122012425617559,0.0945725438265021
5,5,1.47015110455538,1.03103213148431,0.648421438608067,0.417626133063938,0.242140027250671,0.141638035105299,0.101870039508135,0.0794594697521475
5,5,1.58711663461335,1.07766972509266,0.656241052791183,0.388057806292361,0.243549199840277,0.146871633607847,0.110076741088856,0.0992849879980464
5,5,1.43632286848248,1.04913237439261,0.681396688204359,0.437460716689156,0.258166449576181,0.153526048723192,0.106098554113033,0.0793024168064275
5,5,1.48019765269682,0.98883841926578,0.648246030662075,0.394412853192582,0.244755114028346,0.134856005239523,0.0909264665054422,0.0819376239080603
5,5,1.59146092331865,1.03927488411508,0.593221274446962,0.390973565969219,0.280248207514853,0.147700917133375,0.123396437209395,0.083411993806996
5,5,1.34891396337824,0.927616532843634,0.671575239363912,0.435124063323894,0.242149416242279,0.12308157780957,0.11906615605051,0.0839852112898349
5,5,1.50271394511129,1.05248422378671,0.62139475579354,0.397024446943058,0.230953131535886,0.136696950373162,0.101343037920008,0.0854892969519435
5,5,1.40224429569484,1.10322828406168,0.687339841108517,0.456521000541155,0.243716019742153,0.157484021929767,0.112798971108774,0.100578283386037
5,5,1.57593902538593,1.13601651566975,0.594849624183595,0.458287718751424,0.248733494224456,0.166546672306539,0.104671272541834,0.0830082529189102
5,5,1.41409787888605,1.09241277245676,0.640020160311793,0.427258229849907,0.235812004150499,0.164994272354948,0.127194531329844,0.0790092165708951
5,5,1.37424768831488,1.0434881830487,0.609571602206028,0.412338468096599,0.245603577348245,0.140888589573671,0.108144537756627,0.0822613931728739
5,5,1.52323276206174,1.02851667264107,0.65301155092989,0.455767808326623,0.23246225288724,0.144994556801936,0.111010258179287,0.093681694542077
5,5,1.34080375167114,1.08754245203793,0.694406633699795,0.384704535235279,0.25552508165253,0.178493878768883,0.110829089622701,0.0862815865380621
5,5,1.51240360248605,1.12076186499189,0.600265508118256,0.427826598964226,0.245718663827414,0.152217480581822,0.109889024710181,0.0838640597216196
5,5,1.49997828279067,0.987600764720736,0.609848486498829,0.39185994313898,0.255647482659522,0.158174208340608,0.12311437838858,0.101955841343535
5,5,1.48216252482978,1.02769851457428,0.709081242286976,0.432385034192956,0.226640229669939,0.128750404161626,0.113836362521573,0.0868308359234961
5,5,1.54153122187924,0.981651259283294,0.631385897038786,0.430567484130584,0.237352379744279,0.158429299014788,0.112774402439523,0.0912743243844357
5,5,1.49474409848303,1.13561056044991,0.651209159469634,0.437582107102344,0.238922634599366,0.151904284220906,0.12180429007928,0.0989385107262966
5,5,1.3840888614281,1.12084188858615,0.599463771565156,0.435054749855886,0.256704379538526,0.15836027999926,0.123732621175526,0.0811284107833886
5,5,1.41662859693358,1.08668849507414,0.623905134670788,0.44790837353096,0.213334168640122,0.158729991148359,0.110048096489821,0.09554692458243
5,5,1.38339831814007,1.09623776541973,0.637648921182793,0.408018936414947,0.235598093807015,0.163163265075321,0.102350484798037,0.0944466992226968
5,5,1.41268041474228,0.999819413384869,0.661293421755387,0.454257350989656,0.249246866199976,0.146249897774473,0.114529395659255,0.0895939222210508
5,5,1.62737666822154,1.03917274754938,0.700860229392654,0.425552731814493,0.225011712033691,0.155610452621875,0.114975543031763,0.0759322925820943
