station_id,elev_min,elev_max,elev_mean,elev_range,mean_slope_pct,upsdist,strdensity,strahler,elongratio,relief,reliefratio,mrvbf_prop_0,mrvbf_prop_1,mrvbf_prop_2,mrvbf_prop_3,mrvbf_prop_4,mrvbf_prop_5,mrvbf_prop_6,mrvbf_prop_7,mrvbf_prop_8,mrvbf_prop_9,confinement
145101D,89,1136.491699,372.7765503,1047.491699,26.71,41.7045326,0.8687742,3,0.3496303,0.2781896,0.0253703,0.7916,0.0626,0.068,0.0387,0.0351,0.004,0,0,0,0,0.81
145107A,79,1158.84729,447.0945435,1079.84729,31.27,41.3574028,0.7948771,2,0.2775474,0.3416356,0.0261402,0.8964,0.045,0.0311,0.0271,0.0004,0,0,0,0,0,1
146010A,87,1119.247437,360.5851135,1032.247437,27.4,39.372551,0.7946126,3,0.2877038,0.2605213,0.0260573,0.854,0.0608,0.0529,0.0302,0.0021,0,0,0,0,0,1
146012A,17,594.8355713,190.7983704,577.8355713,29.96,17.1259193,0.7237249,2,0.368558,0.3102891,0.0342059,0.8766,0.0551,0.0485,0.0199,0,0,0,0,0,0,1
146014A,505,663.0644531,419.3878784,158.0644531,10.73,16.6528778,0.747775,1,0.3206326,0.5333982,0.0313601,0.638,0.1684,0.1614,0.0321,0,0,0,0,0,0,1
146095A,7,923.9398193,218.6522217,916.9398193,31.55,19.7192993,0.7862653,3,0.4316557,0.2283713,0.0463518,0.8817,0.0579,0.0464,0.0133,0.0007,0,0,0,0,0,1
A5030502,211,497.2729492,342.1468811,286.2729492,15.34,11.4998846,1.004279,2,0.5335589,0.479466,0.0259145,0.7601,0.1393,0.0935,0.007,0,0,0,0,0,0,1
A5040517,278,724.7574463,443.1221924,446.7574463,25.51,6.6174541,0.6780372,1,0.5157964,0.4534589,0.0778706,0.9225,0.0596,0.0179,0,0,0,0,0,0,0,1
A5040523,171,599.9151611,433.2444763,428.9151611,27.55,15.9120064,0.8880365,3,0.4916159,0.5920161,0.0256739,0.8747,0.0745,0.0477,0.0031,0,0,0,0,0,0,1
A5050517,300,577.7806396,406.4744873,277.7806396,6.35,26.7514763,0.9161258,4,0.4646366,0.3935869,0.0105598,0.5215,0.0892,0.2263,0.1575,0.0056,0,0,0,0,0,0.96
A5130501,48,308.3225708,167.1338959,260.3225708,4.66,35.1099243,0.6178971,4,0.4516653,0.4702784,0.0075914,0.4932,0.0569,0.2205,0.2134,0.0119,0.0042,0,0,0,0,0.87
204034,323,1339.990479,944.3904419,1016.990479,22.28,69.0771255,0.9021749,4,0.3269275,0.6121513,0.0147659,0.7594,0.0927,0.1057,0.0402,0.002,0,0,0,0,0,1
206014,962,1471.593506,1168.020386,509.593506,9.45,60.5397873,0.9095079,5,0.3648948,0.5030224,0.0100899,0.6079,0.1165,0.1754,0.09,0.0103,0,0,0,0,0,1
206018,1006,1329.939819,1127.338013,323.939819,6.45,69.312561,0.8726988,5,0.4753524,0.3709909,0.004647,0.5168,0.0784,0.1944,0.192,0.017,0.0015,0,0,0,0,1
208007,850,1435.918579,1015.883179,585.918579,13.07,29.8688622,0.8800808,4,0.5619352,0.2997539,0.0200824,0.6943,0.1285,0.1199,0.0538,0.0035,0,0,0,0,0,0.62
208009,596,1409.88855,1009.046021,813.88855,27,23.1726952,0.9046625,4,0.600655,0.5072706,0.0351066,0.8961,0.066,0.0349,0.003,0,0,0,0,0,0,1
210006,219,1239.780273,513.6638794,1020.780273,15.65,123.5328369,0.8759014,6,0.5330596,0.2828387,0.0081961,0.6831,0.0894,0.1409,0.0771,0.0096,0,0,0,0,0,1
210011,93,1507.483276,357.6911011,1414.483276,23.27,49.7477455,0.7690098,3,0.3230197,0.1945284,0.0286943,0.7996,0.0793,0.0792,0.0416,0.0003,0,0,0,0,0,1
211008,7,483.9671326,60.5274048,476.9671326,9.06,17.4400063,0.943015,3,0.523781,0.1120684,0.0273442,0.5336,0.0698,0.1808,0.1931,0.0135,0.0093,0,0,0,0,0.05
212209,568,822.5800781,673.4839478,254.5800781,9.44,19.8850212,0.6481268,3,0.4658112,0.479896,0.0144162,0.6198,0.1143,0.1606,0.0952,0.0092,0.0008,0,0,0,0,1
212260,188,1348.438477,901.9730225,1160.438477,29.47,78.9047852,0.8263631,4,0.3818893,0.6240455,0.0150504,0.8347,0.0637,0.0755,0.0254,0.0007,0,0,0,0,0,1
215002,591,1444.045654,829.6049194,853.045654,12.36,105.5090332,0.7402543,5,0.3988904,0.2962722,0.0082753,0.6422,0.0852,0.1408,0.0978,0.0262,0.0076,0.0002,0,0,0,0.94
215004,550,914.8831177,640.2550049,364.8831177,10.73,30.3196697,0.7574472,3,0.4818192,0.3295333,0.0135096,0.634,0.1143,0.1746,0.0743,0.0026,0.0002,0,0,0,0,1
215207,72,1444.045654,693.8674316,1372.045654,11.58,251.8942261,0.7420399,5,0.305791,0.4545811,0.0054603,0.6126,0.0882,0.1634,0.1147,0.0171,0.0036,0.0003,0,0,0,1
216002,21,1130.099731,315.3132019,1109.099731,28.13,58.9063148,0.8058134,5,0.5618873,0.2668908,0.0188675,0.8547,0.071,0.0577,0.0162,0.0003,0.0001,0,0,0,0,0.84
216004,15,305.9508667,102.4272385,290.9508667,5.27,24.7533875,0.9110693,3,0.4634257,0.3087655,0.0118947,0.5131,0.0594,0.2581,0.1557,0.012,0.0016,0,0,0,0,0.51
218001,938,1303.053955,1052.688599,365.053955,12.12,22.3789482,0.7938196,4,0.4837165,0.3232493,0.0165313,0.6584,0.0933,0.1337,0.0975,0.0158,0.0013,0,0,0,0,0.98
219001,835,1241.862427,1034.875,406.862427,15.68,7.3409114,0.7017229,2,0.5875587,0.5192593,0.058652,0.766,0.1194,0.0977,0.0168,0,0,0,0,0,0,1
221207,152,1201.314697,693.3070679,1049.314697,29.44,26.4350967,0.9762249,4,0.538443,0.5198951,0.040027,0.8907,0.0654,0.0399,0.0039,0,0,0,0,0,0,1
221210,71,1091.013672,480.4022217,1020.013672,18.16,80.3587112,0.9197267,4,0.4081686,0.3988818,0.0126407,0.7725,0.1097,0.0937,0.0235,0.0006,0,0,0,0,0,1
222206,87,1800.700562,891.3251953,1713.700562,28.61,108.6425934,0.8029872,4,0.3031373,0.4738643,0.0159091,0.9066,0.0598,0.0303,0.0032,0.0001,0,0,0,0,0,1
222213,370,1828.116821,1058.820068,1458.116821,25.25,42.9115334,0.8347464,4,0.5032651,0.4816416,0.0345852,0.882,0.0717,0.041,0.0052,0.0001,0,0,0,0,0,1
223202,284,1558.501953,814.3756714,1274.501953,28.87,63.1592751,0.8099192,5,0.5361736,0.4144209,0.0201198,0.8799,0.0657,0.0432,0.0093,0.0019,0,0,0,0,0,1
224206,249,1669.661377,913.805603,1420.661377,38.7,76.6833038,0.8549826,6,0.4878426,0.4724169,0.018683,0.9338,0.0354,0.0232,0.0075,0.0002,0,0,0,0,0,1
224213A,187,1859.023315,921.7852783,1672.023315,39.02,91.2458801,0.7692494,4,0.3202657,0.4436561,0.0184626,0.9375,0.0352,0.0231,0.0039,0.0004,0,0,0,0,0,1
224214A,176,1460.208862,683.1629028,1284.208862,35.39,53.458374,0.8044876,4,0.4464037,0.4105182,0.0246582,0.9457,0.0369,0.0168,0.0006,0,0,0,0,0,0,1
225020A,855,1496.966797,1111.87439,641.966797,24.33,7.375627,0.6541563,2,0.5457268,0.6218283,0.1380629,0.9015,0.0682,0.029,0.0013,0,0,0,0,0,0,1
225110A,474,1319.511597,820.8810425,845.511597,38.2,21.4637871,1.0103784,4,0.6039244,0.4163085,0.0398006,0.9698,0.0212,0.009,0,0,0,0,0,0,0,1
225219,299,1719.969971,1054.849243,1420.969971,39.64,52.6252518,0.8993495,4,0.5125529,0.5387626,0.027402,0.9331,0.0368,0.0256,0.0044,0,0,0,0,0,0,1
226220,264,1090.383301,536.432373,826.383301,22.21,16.9272995,1.0469208,4,0.6723789,0.3446901,0.0499387,0.8675,0.0844,0.0443,0.0038,0,0,0,0,0,0,1
226222,295,863.4172974,481.6543579,568.4172974,23.91,14.6216078,0.9027735,3,0.6229941,0.3616454,0.0409013,0.8628,0.0755,0.0535,0.0082,0,0,0,0,0,0,1
226407,125,517.3867188,306.4240112,392.3867188,24.38,20.2676868,0.8357741,3,0.6032451,0.499853,0.0208115,0.8685,0.0888,0.0406,0.0021,0,0,0,0,0,0,1
227225A,189,679.6342163,444.9356995,490.6342163,27.17,7.2572522,0.904165,3,0.7150621,0.5215589,0.0675942,0.9221,0.0538,0.0233,0.0009,0,0,0,0,0,0,1
227226,58,420.2118835,208.4264984,362.2118835,20.06,26.9684448,0.7121837,3,0.4863752,0.4272296,0.0137107,0.8265,0.1009,0.0606,0.0108,0.0012,0,0,0,0,0,1
227227,72,479.825531,226.881134,407.825531,21.53,21.2950249,0.832616,4,0.5490202,0.3820733,0.0192225,0.8633,0.0899,0.0419,0.0049,0,0,0,0,0,0,1
229650A,384,948.2294312,628.1233521,564.2294312,28.29,11.0331593,0.9492546,3,0.4989252,0.4210121,0.05011,0.8977,0.0658,0.0353,0.0012,0,0,0,0,0,0,1
229661A,400,1001.691345,709.2897339,601.691345,33.54,12.6407261,0.9289255,3,0.6583665,0.5185074,0.0480417,0.9436,0.0394,0.0165,0.0004,0,0,0,0,0,0,1
230210,471,725.8922729,594.194519,254.8922729,8.03,12.3211679,0.9944418,3,0.5690715,0.4752096,0.0203676,0.5947,0.1365,0.2084,0.0604,0,0,0,0,0,0,1
231213,442,875.9675903,657.3857422,433.9675903,12.76,26.4714279,0.8908388,4,0.5332844,0.5428758,0.0180635,0.7019,0.1449,0.1159,0.0346,0.0018,0.0009,0,0,0,0,1
235205,369,547.4727173,322.3623352,178.4727173,10.43,8.0012388,0.6012215,1,0.5168352,0.5343186,0.0604156,0.6675,0.1728,0.1368,0.0229,0,0,0,0,0,0,1
236213,352,721.2944336,416.2513123,369.2944336,4.34,41.6775436,0.4918622,4,0.5819501,0.1712489,0.0088315,0.3902,0.0445,0.1371,0.1945,0.0699,0.0769,0.0869,0,0,0,0.09
238208,321,1069.685059,493.3245239,748.685059,20.43,10.3569422,1.0201102,2,0.5314826,0.2357801,0.0728189,0.7817,0.0767,0.103,0.0385,0,0,0,0,0,0,1
A2390519,51,195.9464722,120.7745743,141.9464722,1.21,75.3398056,0.2462795,3,0.5093348,0.4739364,0.0018967,0.1849,0.0065,0.0564,0.1057,0.0974,0.1188,0.1661,0.2642,0,0,0.75
A2390523,19,233.5055237,44.6584358,216.5055237,2.54,49.7597542,0.010232,1,0.5393518,0.1827643,0.0046439,0.291,0.0233,0.1102,0.1471,0.075,0.1283,0.1853,0.0398,0,0,0.59
A2390531,70,164.9065552,94.7911758,94.9065552,1.05,70.7180252,0.1126975,2,0.3354834,0.4453017,0.0017874,0.1912,0.0086,0.0564,0.0941,0.1053,0.1767,0.2284,0.1394,0,0,0.51
604053,38,403.2254944,199.6009216,365.2254944,3.57,124.8073502,0.4658,4,0.3815994,0.4489878,0.0029609,0.3897,0.0289,0.1428,0.2219,0.0721,0.0642,0.0477,0.0327,0,0,0.06
606001,109,317.9701538,180.2312012,208.9701538,6.09,62.4024277,0.5232787,4,0.3954574,0.3677705,0.0034912,0.5376,0.0742,0.1949,0.1621,0.0238,0.0059,0.0005,0.001,0,0,0.9
606002,107,329.9317627,176.5264435,222.9317627,7.09,16.0158939,0.5152981,3,0.6064321,0.3020624,0.0137237,0.5876,0.1069,0.1974,0.1081,0,0,0,0,0,0,0.8
606185,61,303.5713196,157.5039825,248.5713196,7.08,51.9360466,0.488096,3,0.4281555,0.485111,0.0054622,0.5676,0.0906,0.1826,0.1502,0.0063,0.0019,0.0008,0,0,0,0.7
607155,30,160.2518616,86.5725098,130.2518616,5.91,20.759552,0.640305,3,0.5849654,0.4755817,0.0067678,0.5127,0.0805,0.1805,0.1904,0.0187,0.0141,0.0032,0,0,0,0.96
608002,73,242.2803345,154.0228577,169.2803345,8.72,18.4976444,0.5000567,2,0.4421123,0.5934302,0.0117355,0.6197,0.1415,0.1834,0.0553,0,0,0,0,0,0,1
610008,148,189.9934998,167.6005707,41.9934998,2.48,11.2018719,0.6057146,1,0.4166601,0.570712,0.0046566,0.3568,0.0103,0.1245,0.3207,0.1625,0.025,0,0,0,0,0.72
613002,204,473.3005981,287.995697,269.3005981,7.26,26.9994144,0.5279326,3,0.5113966,0.3934137,0.0113146,0.5836,0.1067,0.2241,0.0856,0,0,0,0,0,0,0.96
613146,67,319.9653625,225.3222504,252.9653625,11.08,11.6105537,0.6561671,2,0.4401311,0.6446339,0.0229382,0.6575,0.1099,0.1811,0.0515,0,0,0,0,0,0,1
614044,179,369.1408081,287.5201721,190.1408081,8.14,21.6107388,0.4200023,3,0.4820476,0.6510324,0.0108229,0.5908,0.0956,0.2166,0.0959,0.0011,0,0,0,0,0,1
616002,147,545.2484131,292.0539246,398.2484131,5.92,43.3024254,0.4195243,4,0.6602429,0.3457513,0.0089372,0.4941,0.0665,0.2141,0.1924,0.0254,0.0072,0,0.0002,0,0,1
616013,192,398.506958,293.7251282,206.506958,5.72,30.5726089,0.4166708,4,0.6591975,0.5005677,0.0068624,0.4907,0.0696,0.2292,0.2011,0.0093,0.0001,0,0,0,0,1
616065,216,570.0908813,326.0071411,354.0908813,7.4,53.9241943,0.3877054,3,0.4856342,0.3160844,0.0066184,0.5494,0.0928,0.2232,0.1318,0.0027,0.0001,0,0,0,0,0.99
803003,162,319.4517517,222.2296448,157.4517517,7.83,15.8784866,1.0379381,3,0.5628332,0.3800989,0.0098772,0.5137,0.0845,0.168,0.1836,0.0446,0.0055,0,0,0,0,0.75
804001,301,635.3933716,415.4979248,334.3933716,3.61,107.5009689,0.6314783,5,0.4507604,0.3973272,0.0033941,0.3509,0.0308,0.1435,0.1877,0.0773,0.0758,0.0863,0.0477,0,0,1
809310,455,923.9927979,535.4473267,468.9927979,6.32,51.2919273,0.8283502,5,0.5176886,0.2091012,0.0095779,0.4494,0.0507,0.1563,0.218,0.0871,0.0383,0.0002,0,0,0,0.84
G8110004,22,404.9055481,193.9957275,382.9055481,7.24,147.0609436,0.7066703,5,0.3807332,0.4563241,0.0026379,0.4549,0.0528,0.1227,0.185,0.1122,0.0585,0.0135,0.0004,0,0,0.07
G8110016,160,463.2000122,315.2897644,303.2000122,3.07,178.1013641,0.8011069,6,0.4357594,0.5145087,0.0017106,0.3605,0.0232,0.1345,0.2708,0.0965,0.0777,0.0337,0.0031,0,0,0
G8140001,101,478.1693726,280.8457642,377.1693726,3.95,251.903656,0.656248,6,0.4105918,0.4997493,0.0015659,0.3866,0.0312,0.1369,0.2565,0.0852,0.0594,0.0399,0.0041,0.0002,0,0.39
G8140040,9,478.1693726,180.3629761,469.1693726,2.87,585.0134888,0.6465887,7,0.4034188,0.3709082,0.0008092,0.2879,0.02,0.0953,0.1869,0.1021,0.0993,0.0845,0.0547,0.0439,0.0254,1
G8140161,47,277.9995422,114.5911255,230.9995422,4.22,49.0673485,0.7987742,4,0.4731204,0.3230906,0.0049198,0.3079,0.0204,0.0957,0.1586,0.1365,0.1818,0.0991,0,0,0,0
G8150018,15,90.2575226,38.5706978,75.2575226,1.99,20.8054047,0.7785376,3,0.5347736,0.302806,0.0035633,0.2693,0.0105,0.0972,0.203,0.1467,0.1107,0.1626,0,0,0,1
G8170002,51,258.7085876,125.145195,207.7085876,6.23,44.9201088,0.9682984,5,0.6358832,0.3648739,0.0046815,0.4474,0.0565,0.1455,0.2263,0.0748,0.0394,0.0101,0,0,0,0.3
G8190001,25,113.7068329,46.1996536,88.7068329,1.49,36.724884,0.5060809,4,0.4991491,0.3545186,0.0028478,0.2023,0.0072,0.0658,0.1337,0.1102,0.1165,0.1721,0.1922,0,0,0.16
G8200045,68,399.9530334,246.0968781,331.9530334,8.46,64.3878708,0.7133507,5,0.6169353,0.5561811,0.005384,0.5126,0.0638,0.156,0.2133,0.0385,0.0148,0.0003,0.0007,0,0,1
G8210010,32,459.9822083,283.7574158,427.9822083,5.75,97.1532516,0.8010018,5,0.5699877,0.5982981,0.0045155,0.4908,0.0569,0.1796,0.2216,0.0407,0.0095,0.001,0,0,0,1
302214,16,461.6551208,108.0318604,445.6551208,7.45,28.8567467,0.7984421,4,0.592632,0.207452,0.0154621,0.5732,0.0993,0.1915,0.1277,0.0064,0.0019,0,0,0,0,0.8
304497,806,1307.086914,1042.964722,501.086914,9.12,31.7665958,0.8863701,4,0.4749665,0.4977399,0.0165541,0.6248,0.0897,0.1595,0.117,0.0082,0.0008,0,0,0,0,1
304499,182,1364.726807,542.1652832,1182.726807,24.63,30.3857765,0.6763575,3,0.5451089,0.3181168,0.0396998,0.8557,0.0615,0.0547,0.0274,0.0007,0,0,0,0,0,1
305202,63,677.4293213,356.1685486,614.4293213,24.04,10.0217628,0.6956312,2,0.5176733,0.5179707,0.0665028,0.892,0.0633,0.0316,0.0127,0.0005,0,0,0,0,0,1
307473,15,1116.921509,288.4317627,1086.921509,25.62,57.8397293,0.8222989,4,0.5156719,0.2502694,0.0191054,0.7661,0.0463,0.0759,0.0785,0.0207,0.0125,0,0,0,0,1
308145,241,1441.089722,665.6287231,1200.089722,30.6,55.600296,0.7697648,5,0.5648211,0.3634322,0.0219098,0.8806,0.0488,0.0464,0.0226,0.0015,0,0,0,0,0,1
308799,342,1391.009277,686.3233643,1049.009277,29.75,26.1418457,0.7239444,4,0.7221772,0.3451786,0.0411658,0.8798,0.0509,0.048,0.0208,0.0004,0,0,0,0,0,0.96
312061,576,989.5805664,647.2792969,413.5805664,5.26,20.8777409,0.7447674,3,0.546167,0.2185716,0.0209815,0.4468,0.0346,0.1691,0.2299,0.0576,0.0561,0.0059,0,0,0,0.97
314207,50,1347.421265,543.6729126,1297.421265,18.54,75.2327118,0.7270417,4,0.3400098,0.3900886,0.0175165,0.7444,0.0718,0.1036,0.0711,0.0086,0.0005,0,0,0,0,1
314213,26,553.4450684,178.7461548,527.4450684,10.48,46.3339539,0.7674038,4,0.4362053,0.3070051,0.0116695,0.6338,0.1192,0.1616,0.0809,0.0039,0.0006,0,0,0,0,1
315450,244,1558.03772,821.8219604,1314.03772,30.09,37.728157,0.8255357,4,0.5257479,0.4345373,0.0345093,0.8572,0.0561,0.0574,0.0272,0.0016,0.0006,0,0,0,0,1
318076,325,1571.794067,674.4533691,1246.794067,21.01,42.0205536,0.6894805,4,0.5239428,0.2846948,0.0298541,0.8042,0.0716,0.0702,0.041,0.013,0,0,0,0,0,1
